"ABS Active","ABS Enabled","Best Lap Time","Brake Pos","CG Accel Lateral","CG Accel Longitudinal","CG Accel Vertical","CG Height","Car Coord X","Car Coord Y","Car Coord Z","Car Pitch Angle","Car Pos Norm","Clutch Pos","Engine Limiter","Engine RPM","Gear","Ground Speed","HR Sample Clock","In Pit","LR Sample Clock","Lap Time","Last Lap Time","Raw Data Sample Rate","Session Lap Count","Steering Angle","Suspension Travel FL","Suspension Travel FR","Suspension Travel RL","Suspension Travel RR","TC Active","TC Enabled","Throttle Pos","Tire Camber FL","Tire Camber FR","Tire Camber RL","Tire Camber RR","Tire Dirt Level FL","Tire Dirt Level FR","Tire Dirt Level RL","Tire Dirt Level RR","Tire Load FL","Tire Load FR","Tire Load RL","Tire Load RR","Tire Loaded Radius FL","Tire Loaded Radius FR","Tire Loaded Radius RL","Tire Loaded Radius RR","Tire Radius FL","Tire Radius FR","Tire Radius RL","Tire Radius RR","Tire Slip Angle FL","Tire Slip Angle FR","Tire Slip Angle RL","Tire Slip Angle RR","Tire Slip Ratio FL","Tire Slip Ratio FR","Tire Slip Ratio RL","Tire Slip Ratio RR","Wheel Angular Speed FL","Wheel Angular Speed FR","Wheel Angular Speed RL","Wheel Angular Speed RR"
"","","s","%","G","G","G","mm","m","m","m","deg","","%","","rpm","","km/h","","","","s","s","Hz","","deg","mm","mm","mm","mm","","","%","deg","deg","deg","deg","","","","","N","N","N","N","mm","mm","mm","mm","mm","mm","mm","mm","deg","deg","deg","deg","%","%","%","%","rad/s","rad/s","rad/s","rad/s"


"0","1","105.392","0.0","-0.11","0.08","-0.01","354.08","362.1","185.52","-0.1","0.00","0.15","100.0","0","8523","7","263.5","1","0","1","10.447","133.376","62.5","5","1.9","34.9","34.1","62.7","62.5","0","0","100.0","-4.41","-4.47","-3.48","-3.48","0.00","0.00","0.00","0.00","5565","5065","5518","5382","327.7","328.2","341.1","340.9","340.0","340.0","352.5","352.5","-0.25","0.04","-0.15","0.05","-0.1","0.0","1.0","-131072.0","217.8","217.6","212.0","213.0"
"0","1","105.392","100.0","-0.23","-1.92","-0.04","355.60","376.7","185.57","-0.2","0.00","0.16","100.0","0","8100","7","260.2","1","0","1","10.648","133.376","62.5","5","4.5","36.9","34.6","58.6","56.4","0","0","6.0","-4.40","-4.51","-3.27","-3.42","0.00","0.00","0.00","0.00","7274","6750","3943","3468","324.0","324.3","344.3","345.1","340.0","340.0","352.5","352.5","-0.50","-0.16","-0.28","-0.07","-6.4","-7.2","-3.0","-131072.0","202.0","200.3","202.0","201.9"
"0","1","105.392","100.0","-0.47","-2.05","-0.06","359.91","390.8","185.51","-0.4","0.00","0.16","100.0","0","7476","7","245.5","1","0","0","10.847","133.376","62.5","5","-0.1","42.6","39.2","45.7","41.2","0","0","0.0","-4.55","-4.76","-3.05","-3.17","0.00","0.00","0.00","0.00","8013","6278","3516","2721","322.4","325.5","345.2","346.7","340.0","340.0","352.5","352.5","-0.79","-0.29","-0.87","-0.67","-5.7","-7.4","-5.0","-131078.0","192.8","187.7","186.4","186.4"
"0","1","105.392","100.0","-0.66","-2.00","-0.06","363.41","404.0","185.29","-0.5","0.00","0.16","100.0","0","6986","7","231.0","1","0","0","11.047","133.376","62.5","5","-6.9","42.8","35.4","43.1","34.0","0","0","0.0","-4.08","-4.92","-2.58","-3.20","0.00","0.00","0.00","0.00","8385","5964","3488","1913","321.7","326.2","345.3","348.4","340.0","340.0","352.5","352.5","-0.94","-0.45","-1.41","-1.23","-5.2","-10.4","-5.0","-131078.0","182.3","170.9","175.5","172.9"
"1","1","105.392","100.0","-0.73","-1.91","-0.01","365.40","416.4","184.84","-0.7","0.00","0.16","100.0","0","8490","1","217.0","1","0","0","11.248","133.376","62.5","5","-8.1","42.3","33.4","41.3","30.2","0","0","80.0","-4.00","-4.96","-2.46","-3.17","0.00","0.00","0.00","0.00","8128","5637","3689","2216","322.3","327.0","344.9","347.7","340.0","340.0","352.5","352.5","-1.04","-0.57","-1.59","-1.40","-5.6","-8.2","-3.0","-131078.0","170.6","167.5","167.3","162.8"
"0","1","105.392","99.1","-0.42","-2.03","-0.00","366.51","428.1","184.17","-0.9","0.00","0.17","100.0","0","7128","6","203.9","1","0","1","11.447","133.376","62.5","5","-5.8","40.9","34.0","38.2","30.0","0","0","0.0","-4.16","-4.79","-2.55","-3.01","0.00","0.00","0.00","0.00","7634","6340","2881","2222","323.4","325.5","346.5","347.7","340.0","340.0","352.5","352.5","-0.67","-0.20","-0.91","-0.71","-5.9","-12.8","-5.0","-131078.0","159.4","147.6","152.4","152.3"
"0","1","105.392","99.1","-0.47","-1.82","-0.08","369.93","439.0","183.39","-1.0","0.00","0.17","100.0","0","8049","1","190.1","1","0","1","11.648","133.376","62.5","5","7.0","38.8","33.3","33.3","27.3","0","0","80.0","-4.24","-4.67","-2.48","-2.91","0.00","0.00","0.00","0.00","7277","5869","2576","1494","324.2","326.6","347.2","349.3","340.0","340.0","352.5","352.5","-1.04","-0.59","-0.86","-0.67","-6.8","-13.0","-3.0","-131078.0","147.3","136.5","145.0","141.9"
"1","1","105.392","99.1","-0.56","-1.84","-0.04","370.66","449.1","182.49","-1.2","0.00","0.17","100.0","0","7409","5","177.3","1","0","0","11.847","133.376","62.5","5","1.1","39.0","30.6","35.5","25.8","0","0","0.0","-4.08","-4.80","-2.40","-3.00","0.00","0.00","0.00","0.00","6887","4786","3271","2092","325.1","329.1","345.7","348.0","340.0","340.0","352.5","352.5","-1.17","-0.76","-1.26","-1.07","-7.0","-10.6","-5.0","-131078.0","136.8","129.8","132.8","131.1"
"1","1","105.392","99.1","-0.64","-1.81","-0.03","372.46","458.6","181.44","-1.3","0.00","0.17","100.0","0","6617","5","164.3","1","0","0","12.047","133.376","62.5","5","-0.5","38.8","30.8","31.8","22.6","0","0","0.0","-4.06","-4.82","-2.32","-2.92","0.00","0.00","0.00","0.00","6881","4750","3287","1971","325.1","329.2","345.7","348.3","340.0","340.0","352.5","352.5","-1.39","-0.97","-1.75","-1.54","-6.9","-8.2","-7.0","-131084.0","126.7","123.4","121.1","114.6"
"1","1","105.392","98.1","-0.76","-1.68","0.02","373.11","467.3","180.25","-1.5","0.00","0.18","100.0","0","7514","4","152.4","1","0","0","12.248","133.376","62.5","5","5.5","39.0","28.5","33.7","21.1","0","0","0.0","-3.96","-4.88","-2.21","-3.05","0.00","0.00","0.00","0.00","7373","4525","3455","1622","324.1","329.7","345.3","349.0","340.0","340.0","352.5","352.5","-1.63","-1.25","-1.65","-1.46","-6.6","-16.6","-5.0","-131078.0","118.3","103.2","115.5","114.0"
"1","1","105.392","80.6","-0.71","-1.54","-0.03","374.42","475.3","178.89","-1.6","0.00","0.18","100.0","0","6863","4","140.9","1","0","1","12.447","133.376","62.5","5","12.1","35.8","27.0","33.6","23.2","0","0","0.0","-4.02","-4.75","-2.30","-3.00","0.00","0.00","0.00","0.00","7187","4785","2688","1152","324.5","329.1","346.9","350.0","340.0","340.0","352.5","352.5","-1.61","-1.25","-1.55","-1.38","-5.2","-11.8","-5.0","-131078.0","111.2","102.5","106.0","103.5"
"1","1","105.392","62.2","-1.34","-1.31","0.10","374.21","482.7","177.36","-1.8","0.00","0.18","100.0","0","6127","4","130.8","1","0","1","12.648","133.376","62.5","5","65.9","39.2","22.8","38.8","17.9","0","0","0.0","-3.96","-4.73","-1.96","-3.33","0.00","0.00","0.00","0.00","7869","3336","3981","1148","323.0","332.4","344.2","350.0","340.0","340.0","352.5","352.5","-4.45","-4.28","-2.39","-2.25","-4.9","-18.6","-3.0","-131090.0","103.9","86.3","101.5","85.5"
"0","1","105.392","9.1","-1.98","-0.60","0.12","370.38","489.4","175.43","-1.9","0.00","0.18","100.0","0","6110","4","124.0","1","0","0","12.847","133.376","62.5","5","95.8","42.8","17.4","55.7","21.8","0","0","3.2","-3.62","-4.95","-1.82","-3.97","0.00","0.00","0.00","0.00","8595","920","5623","1409","321.5","337.9","340.8","349.5","340.0","340.0","352.5","352.5","-7.12","-7.19","-5.19","-5.21","-1.1","-6.0","-3.0","-131078.0","103.2","92.8","98.2","88.4"
"0","1","105.392","0.0","-2.20","-0.24","0.17","368.02","495.7","172.87","-2.0","0.00","0.18","100.0","0","6220","4","120.4","1","0","0","13.047","133.376","62.5","5","134.8","42.2","15.3","62.9","28.9","0","0","13.5","-3.77","-4.62","-1.93","-4.21","0.00","0.00","0.00","0.00","8639","905","6617","1499","321.5","337.9","338.8","349.3","340.0","340.0","352.5","352.5","-11.59","-12.05","-7.47","-7.60","-0.4","0.2","-1.0","-131072.0","99.4","94.7","96.7","93.2"
"0","1","105.392","0.0","-2.03","-0.23","0.10","370.80","501.4","169.64","-2.1","0.00","0.18","100.0","0","6172","4","116.9","1","0","0","13.248","133.376","62.5","5","170.3","39.8","19.3","64.5","22.7","0","0","24.2","-3.54","1.61","-1.51","-4.52","0.00","0.00","0.00","0.00","6959","1621","7968","154","325.1","336.3","336.0","352.2","340.0","340.0","352.5","352.5","-14.81","-15.54","-8.37","-8.50","-0.4","0.0","-1.0","-131066.0","94.7","90.7","94.3","94.1"
"0","1","105.392","0.0","-1.98","-0.12","0.09","374.44","506.6","165.84","-2.1","0.00","0.18","100.0","0","6142","4","114.2","1","0","1","13.447","133.376","62.5","5","182.0","36.1","17.5","64.1","18.7","0","0","29.0","-3.44","1.88","-1.35","-1.26","0.00","0.00","0.00","0.00","6919","1408","7690","519","325.3","336.8","336.6","351.4","340.0","340.0","352.5","352.5","-15.99","-16.88","-8.27","-8.31","-0.7","-0.4","1.0","-131066.0","91.5","87.8","93.1","94.4"
"0","1","105.392","0.0","-2.84","-0.22","0.70","365.33","511.2","161.55","-2.1","0.00","0.19","100.0","0","6040","4","111.8","1","0","1","13.648","133.376","62.5","5","168.0","45.8","23.3","64.3","27.0","0","0","40.9","-4.02","-2.73","-1.72","-4.42","0.00","0.00","0.00","0.00","12325","3414","8031","894","313.8","332.2","335.9","350.6","340.0","340.0","352.5","352.5","-13.58","-14.13","-6.41","-6.43","-1.0","-1.0","1.0","-131066.0","91.8","87.3","91.4","93.0"
"0","1","105.392","0.0","-1.71","0.14","0.04","381.44","515.0","156.71","-2.0","0.00","0.19","100.0","0","5981","4","111.2","1","0","0","13.847","133.376","62.5","5","118.2","23.7","13.3","55.1","32.8","0","0","50.8","-4.35","-3.74","-2.32","-3.73","0.00","0.00","0.00","0.00","5759","2482","5342","2415","327.8","334.4","341.5","347.3","340.0","340.0","352.5","352.5","-8.52","-8.78","-3.19","-3.09","-0.7","-0.8","3.0","-131066.0","91.1","89.1","91.8","90.8"
"0","1","105.392","0.0","-1.30","0.13","-0.22","380.94","518.3","151.45","-1.9","0.00","0.19","100.0","0","6099","4","111.9","1","0","0","14.047","133.376","62.5","5","120.1","29.3","15.7","58.5","30.6","0","0","64.1","-4.35","-3.86","-2.26","-3.82","0.00","0.00","0.00","0.00","5624","2286","4265","1993","328.1","334.8","343.7","348.2","340.0","340.0","352.5","352.5","-6.78","-7.02","-2.19","-2.10","-0.7","-0.4","3.0","-131066.0","92.7","89.6","93.2","93.0"
"0","1","105.392","0.0","-1.40","0.03","-0.15","382.28","521.0","145.84","-1.8","0.00","0.19","100.0","0","6174","4","113.3","1","0","0","14.248","133.376","62.5","5","41.4","29.6","10.4","64.0","34.2","0","0","72.7","-3.47","-4.39","-2.00","-4.10","0.00","0.00","0.00","0.00","4722","0","6467","0","330.0","340.0","339.2","352.5","340.0","340.0","352.5","352.5","-3.38","-3.37","-3.20","-3.24","0.0","0.0","3.0","-131066.0","94.4","91.0","93.6","94.9"
"0","1","105.392","0.0","-1.37","0.55","-0.08","381.27","523.3","139.90","-1.7","0.00","0.19","100.0","0","6331","4","115.5","1","0","1","14.447","133.376","62.5","5","32.4","23.1","8.6","62.2","39.3","0","0","96.5","-3.48","-4.52","-2.42","-3.96","0.00","0.00","0.00","0.00","3946","459","7222","3463","331.7","339.0","337.6","345.0","340.0","340.0","352.5","352.5","-3.42","-3.41","-3.46","-3.32","-0.2","-0.6","5.0","-131066.0","95.6","92.6","96.9","96.4"
"0","1","105.392","0.0","-1.27","0.55","-0.07","379.88","525.0","133.65","-1.6","0.00","0.19","100.0","0","6675","4","118.2","1","0","1","14.648","133.376","62.5","5","27.7","30.8","12.7","60.8","34.3","0","0","100.0","-3.51","-4.90","-2.08","-3.80","0.00","0.00","0.00","0.00","6116","431","5383","2333","327.1","339.0","341.4","347.4","340.0","340.0","352.5","352.5","-2.80","-2.79","-3.03","-2.96","-0.1","0.0","5.0","-131060.0","98.6","95.4","100.6","103.2"
"0","1","105.392","0.0","-1.26","0.59","0.09","377.87","526.3","127.11","-1.5","0.00","0.19","100.0","0","6569","4","121.5","1","0","0","14.847","133.376","62.5","5","13.2","25.3","9.4","65.0","47.0","0","0","100.0","-3.47","-4.80","-2.59","-4.04","0.00","0.00","0.00","0.00","4710","87","7449","2761","330.0","339.8","337.2","346.5","340.0","340.0","352.5","352.5","-2.12","-2.10","-2.38","-2.30","-0.1","-0.6","1.0","-131066.0","100.6","97.9","98.9","101.7"
"0","1","105.392","0.0","-0.46","0.40","-0.06","378.19","527.1","120.33","-1.4","0.00","0.20","100.0","0","6777","4","124.8","1","0","0","15.047","133.376","62.5","5","-5.3","21.2","14.7","60.1","48.7","0","0","100.0","-3.96","-4.34","-2.91","-3.64","0.00","0.00","0.00","0.00","4158","3905","4228","2579","331.2","331.1","343.8","346.9","340.0","340.0","352.5","352.5","-0.64","-0.53","-1.08","-0.98","-0.1","-0.2","5.0","-131066.0","102.8","102.6","103.5","103.4"
"0","1","105.392","0.0","0.46","0.44","-0.12","378.26","527.8","113.33","-1.3","0.00","0.20","100.0","0","6938","4","128.2","1","0","0","15.248","133.376","62.5","5","-33.6","16.2","20.2","53.0","56.9","0","0","100.0","-4.17","-4.13","-3.36","-2.96","0.00","0.00","0.00","0.00","1730","3235","3232","5778","336.3","332.6","345.8","339.9","340.0","340.0","352.5","352.5","1.28","1.27","0.26","0.38","-0.1","-0.2","5.0","-131066.0","104.5","105.8","105.5","106.3"
"0","1","105.392","0.0","1.41","-0.06","-0.08","376.02","528.7","106.19","-1.2","0.00","0.20","100.0","0","6853","4","130.3","1","0","1","15.447","133.376","62.5","5","-97.4","13.5","30.6","44.6","62.1","0","0","27.0","-4.30","-3.70","-3.90","-2.33","0.00","0.00","0.00","0.00","999","7134","1699","6022","337.9","323.6","349.0","339.4","340.0","340.0","352.5","352.5","5.11","4.97","1.65","1.75","0.0","-0.4","3.0","-131072.0","105.1","108.7","104.1","105.2"
"0","1","105.392","0.0","2.13","-0.32","0.16","375.13","530.2","99.16","-1.0","0.00","0.20","100.0","0","6675","4","128.2","1","0","1","15.648","133.376","62.5","5","-135.7","15.8","41.6","30.1","61.3","0","0","20.2","-4.58","-3.79","-4.13","-1.92","0.00","0.00","0.00","0.00","1104","8755","1346","7245","337.7","320.0","349.7","336.7","340.0","340.0","352.5","352.5","8.96","8.61","3.90","3.91","0.2","-0.4","1.0","-131072.0","102.2","107.0","99.8","103.9"
"0","1","105.392","0.0","2.08","0.01","0.17","376.81","532.4","92.44","-0.9","0.00","0.20","100.0","0","6811","4","126.8","1","0","0","15.847","133.376","62.5","5","-113.8","13.3","39.1","31.5","62.1","0","0","45.2","-4.62","-3.73","-4.13","-2.05","0.00","0.00","0.00","0.00","1060","7905","1800","6319","337.7","322.0","348.8","338.7","340.0","340.0","352.5","352.5","9.85","9.54","5.17","5.20","-0.3","-0.6","5.0","-131072.0","100.5","104.7","103.5","104.5"
"0","1","105.392","0.0","1.97","0.17","0.08","377.73","535.3","86.04","-0.7","0.00","0.20","100.0","0","6858","4","126.7","1","0","0","16.047","133.376","62.5","5","-47.8","12.0","38.1","34.8","63.6","0","0","61.3","-5.14","-3.36","-4.15","-2.15","0.00","0.00","0.00","0.00","834","7175","2058","6515","338.2","323.7","348.2","338.3","340.0","340.0","352.5","352.5","5.65","5.68","4.46","4.50","-0.9","-0.2","5.0","-131072.0","101.3","105.3","104.7","104.7"
"0","1","105.392","0.0","2.48","0.09","0.60","372.64","538.9","80.02","-0.5","0.00","0.21","100.0","0","6849","4","127.1","1","0","0","16.248","133.376","62.5","5","-86.0","16.2","41.8","38.9","70.3","0","0","62.9","-4.99","-3.57","-4.71","-1.84","0.00","0.00","0.00","0.00","678","7844","2539","12056","338.6","322.2","347.2","326.3","340.0","340.0","352.5","352.5","5.80","5.76","2.84","2.89","-0.2","-0.2","3.0","-131072.0","102.2","106.1","103.3","105.8"
"0","1","105.392","0.0","1.95","0.22","0.23","380.28","543.3","74.41","-0.2","0.00","0.21","100.0","0","6927","4","128.0","1","0","1","16.447","133.376","62.5","5","-79.7","12.8","34.2","34.5","64.7","0","0","69.1","-4.77","-3.61","-4.42","-2.11","0.00","0.00","0.00","0.00","937","8133","1496","7274","338.0","321.6","349.4","336.7","340.0","340.0","352.5","352.5","5.56","5.46","2.58","2.65","-0.2","-0.4","7.0","-131072.0","103.0","106.9","107.1","104.4"
"0","1","105.392","0.0","1.87","0.25","0.22","380.98","548.1","69.22","0.1","0.00","0.21","100.0","0","7004","4","129.2","1","0","1","16.648","133.376","62.5","5","-38.3","15.3","35.7","35.8","65.5","0","0","82.4","-4.94","-3.69","-4.33","-2.10","0.00","0.00","0.00","0.00","810","5397","2472","8613","338.3","327.8","347.4","333.8","340.0","340.0","352.5","352.5","3.42","3.42","3.09","3.17","-0.2","0.0","5.0","-131072.0","104.1","107.7","106.3","107.5"
"0","1","105.392","0.0","1.32","0.30","-0.29","384.69","553.6","64.46","0.5","0.00","0.21","100.0","0","7215","4","131.2","1","0","0","16.847","133.376","62.5","5","-32.2","12.9","32.0","36.9","65.0","0","0","100.0","-4.96","-3.47","-4.30","-2.09","0.00","0.00","0.00","0.00","57","5672","1194","7468","339.9","327.2","350.0","336.3","340.0","340.0","352.5","352.5","3.21","3.29","2.91","3.00","0.0","-0.4","9.0","-131066.0","106.0","109.1","110.9","109.3"
"0","1","105.392","0.0","1.75","0.36","0.32","383.10","559.5","60.10","0.8","0.00","0.21","100.0","0","7300","4","133.9","1","0","0","17.047","133.376","62.5","5","-32.9","12.1","27.3","41.2","64.5","0","0","100.0","-4.79","-3.55","-4.12","-2.42","0.00","0.00","0.00","0.00","1658","7009","2608","6730","336.4","324.2","347.1","337.9","340.0","340.0","352.5","352.5","3.11","3.15","2.56","2.62","-0.2","-0.2","5.0","-131066.0","108.5","111.6","111.3","111.6"
"0","1","105.392","0.0","1.34","0.48","0.02","385.31","565.8","56.12","1.2","0.00","0.21","100.0","0","7409","4","136.5","1","0","0","17.248","133.376","62.5","5","-30.1","11.2","24.9","43.4","63.0","0","0","100.0","-4.60","-3.68","-3.96","-2.61","0.00","0.00","0.00","0.00","1706","5453","2886","5598","336.3","327.7","346.5","340.4","340.0","340.0","352.5","352.5","2.87","2.89","2.18","2.27","-0.3","-0.2","7.0","-131072.0","110.8","113.2","114.4","111.8"
"0","1","105.392","0.0","1.22","0.55","-0.01","384.62","572.6","52.53","1.5","0.00","0.21","100.0","0","7612","4","139.2","1","0","1","17.447","133.376","62.5","5","-24.1","14.2","28.8","40.7","60.5","0","0","100.0","-4.71","-3.70","-3.86","-2.51","0.00","0.00","0.00","0.00","1540","5058","3040","6029","336.7","328.6","346.2","339.5","340.0","340.0","352.5","352.5","2.33","2.38","2.11","2.22","-0.1","-0.2","5.0","-131066.0","113.1","115.5","115.6","116.8"
"0","1","105.392","0.0","1.11","0.29","-0.03","384.13","579.7","49.31","1.9","0.00","0.22","100.0","0","7710","4","142.0","1","0","1","17.648","133.376","62.5","5","-19.7","13.5","27.1","44.8","61.8","0","0","100.0","-4.71","-3.67","-3.85","-2.65","0.00","0.00","0.00","0.00","2347","5931","1989","4902","334.9","326.6","348.4","341.9","340.0","340.0","352.5","352.5","1.94","2.03","1.58","1.68","-0.1","-0.2","5.0","-131066.0","115.8","117.8","117.9","117.5"
"0","1","105.392","0.0","0.88","0.51","-0.04","383.69","587.1","46.42","2.3","0.00","0.22","100.0","0","7801","4","144.9","1","0","0","17.847","133.376","62.5","5","-13.2","14.5","24.9","47.4","62.3","0","0","100.0","-4.59","-3.77","-3.84","-2.74","0.00","0.00","0.00","0.00","1238","4085","3539","6338","337.3","330.8","345.1","338.8","340.0","340.0","352.5","352.5","1.46","1.49","1.27","1.40","-0.1","-0.2","5.0","-131072.0","118.0","119.7","120.3","117.9"
"0","1","105.392","0.0","0.59","0.42","0.01","382.64","594.8","43.81","2.6","0.00","0.22","100.0","0","7999","4","147.7","1","0","0","18.047","133.376","62.5","5","-3.4","18.0","25.7","48.5","58.2","0","0","100.0","-4.58","-3.98","-3.60","-2.90","0.00","0.00","0.00","0.00","3208","4635","3356","5046","333.1","329.5","345.5","341.6","340.0","340.0","352.5","352.5","0.68","0.77","0.80","0.95","-0.1","0.0","5.0","-131066.0","121.1","122.1","122.0","122.2"
"0","1","105.392","0.0","-0.05","0.39","0.06","381.67","602.7","41.35","3.0","0.00","0.22","100.0","0","8073","4","150.7","1","0","0","18.248","133.376","62.5","5","11.9","20.2","20.6","57.5","57.8","0","0","100.0","-4.28","-4.11","-3.33","-3.38","0.00","0.00","0.00","0.00","4061","3877","4321","3796","331.2","331.2","343.5","344.3","340.0","340.0","352.5","352.5","-0.36","-0.28","0.04","0.17","-0.1","0.0","3.0","-131066.0","124.2","123.9","122.3","124.2"
"0","1","105.392","0.0","-0.61","0.45","-0.05","382.59","610.8","38.81","3.4","0.00","0.22","100.0","0","8222","4","153.5","1","0","1","18.447","133.376","62.5","5","25.1","24.2","16.6","60.5","53.4","0","0","100.0","-4.00","-4.38","-3.06","-3.62","0.00","0.00","0.00","0.00","4037","1920","5732","3970","331.3","335.7","340.5","343.9","340.0","340.0","352.5","352.5","-1.45","-1.39","-0.78","-0.63","-0.1","-0.2","1.0","-131066.0","126.7","125.2","124.7","126.3"
"0","1","105.392","0.0","-1.11","0.44","0.03","382.66","618.9","35.97","3.8","0.00","0.23","100.0","0","8413","4","155.9","1","0","1","18.648","133.376","62.5","5","29.3","29.0","16.6","61.3","46.7","0","0","100.0","-3.87","-4.69","-2.74","-3.79","0.00","0.00","0.00","0.00","5754","1633","6029","3211","327.5","336.3","339.9","345.6","340.0","340.0","352.5","352.5","-2.13","-2.08","-1.55","-1.41","-0.1","0.0","1.0","-131066.0","129.4","126.9","127.2","129.6"
"0","1","105.392","0.0","-1.40","-0.18","-0.10","384.28","626.9","32.70","4.2","0.00","0.23","100.0","0","8101","1","157.5","1","0","0","18.847","133.376","62.5","5","38.8","30.5","14.3","62.0","42.0","0","0","100.0","-3.70","-4.74","-2.48","-3.95","0.00","0.00","0.00","0.00","6448","1861","5622","1665","326.0","335.8","340.8","348.9","340.0","340.0","352.5","352.5","-3.13","-3.08","-2.00","-1.89","-0.1","0.0","-1.0","-131072.0","130.9","128.2","126.0","124.1"
